stream_id,Date,Species,Rep
S.01,20151112,tADEMAR,4
S.06,20151210,tADEMAR,4
S.39,20151207,tADEMAR,4
S.48,20151109,tADEMAR,4
S.45,20160216,tADEMAR,5
S.41,20160216,tADEMAR,5
S.34,20160202,tADEMAR,5
S.18,20160129,tADEMAR,5
S.49,20160301,tADEMAR,5
S.16,20151019,tBRASP,1
S.29,20151124,tBRASP,1
S.08,20151005,tBRASP,1
S.29,20151125,tBRASP,2
S.08,20151006,tBRASP,2
S.29,20151126,tBRASP,3
S.45,20151006,tCYCACA,4
S.22,20160315,tCYCACA,5
S.45,20160216,tCYCACA,5
S.12,20151210,tHADBIN,4
S.40,20151209,tHADBIN,4
S.27,20160221,tHADBIN,5
S.21,20160214,tHADBIN,5
S.30,20160218,tHADBIN,5
S.42,20160219,tHADBIN,5
S.08,20160129,tHADBIN,5
S.20,20160127,tHADBIN,5
S.34,20151019,tISCGUE,1
S.18,20151019,tISCGUE,1
S.16,20151019,tISCGUE,1
S.07,20151006,tISCGUE,1
S.02,20151110,tISCGUE,2
S.18,20151020,tISCGUE,2
S.26,20151123,tISCGUE,2
S.31,20151021,tISCGUE,2
S.08,20151006,tISCGUE,2
S.34,20151021,tISCGUE,3
S.18,20151021,tISCGUE,3
S.26,20151124,tISCGUE,3
S.16,20151021,tISCGUE,3
S.31,20151022,tISCGUE,3
S.27,20151122,tISCGUE,4
S.44,20151006,tISCGUE,4
S.50,20151110,tISCGUE,4
S.19,20151019,tISCGUE,4
S.21,20151126,tISCGUE,4
S.30,20160215,tISCGUE,4
S.05,20151208,tISCGUE,4
S.02,20151112,tISCGUE,4
S.36,20151018,tISCGUE,4
S.47,20151109,tISCGUE,4
S.46,20151110,tISCGUE,4
S.34,20151020,tISCGUE,4
S.34,20151020,tISCGUE,4
S.32,20151023,tISCGUE,4
S.18,20151019,tISCGUE,4
S.18,20151019,tISCGUE,4
S.04,20151125,tISCGUE,4
S.26,20151124,tISCGUE,4
S.23,20151126,tISCGUE,4
S.49,20151109,tISCGUE,4
S.11,20151208,tISCGUE,4
S.06,20151210,tISCGUE,4
S.39,20151207,tISCGUE,4
S.16,20151023,tISCGUE,4
S.29,20160218,tISCGUE,4
S.29,20160218,tISCGUE,4
S.35,20160128,tISCGUE,4
S.31,20151023,tISCGUE,4
S.38,20151209,tISCGUE,4
S.42,20151009,tISCGUE,4
S.20,20151022,tISCGUE,4
S.21,20160214,tISCGUE,5
S.30,20160218,tISCGUE,5
S.10,20160131,tISCGUE,5
S.02,20160303,tISCGUE,5
S.47,20160229,tISCGUE,5
S.47,20160229,tISCGUE,5
S.34,20160202,tISCGUE,5
S.32,20160217,tISCGUE,5
S.32,20160217,tISCGUE,5
S.09,20160129,tISCGUE,5
S.04,20160313,tISCGUE,5
S.23,20160312,tISCGUE,5
S.16,20160127,tISCGUE,5
S.16,20160127,tISCGUE,5
S.03,20160313,tISCGUE,5
S.31,20160202,tISCGUE,5
S.38,20160302,tISCGUE,5
S.40,20160316,tISCGUE,5
S.42,20160219,tISCGUE,5
S.24,20160316,tISCGUE,5
S.50,20151110,tISCGUE,1
S.30,20151124,tISCGUE,1
S.02,20151109,tISCGUE,1
S.23,20151123,tISCGUE,1
S.06,20151207,tISCGUE,1
S.40,20151208,tISCGUE,1
S.50,20151111,tISCGUE,2
S.30,20151125,tISCGUE,2
S.33,20151021,tISCGUE,2
S.23,20151124,tISCGUE,2
S.50,20151112,tISCGUE,3
S.37,20151209,tISCGUE,3
S.23,20151125,tISCGUE,3
S.37,20151207,tISCGUE,4
S.33,20151019,tISCGUE,4
S.40,20151209,tISCHOE,4
S.10,20151008,tISCPAR,4
S.25,20160315,tISCSPA,5
S.16,20160127,tISCSPA,5
S.16,20160127,tISCSPA,5
